English Sentence,Hausa,Sexism
,"HAQIQANIN ALBARKA MU KIYAYI BACCIN ASUBA 

Wani mutum ya tambayi Aliyu ibn abi dalib R.A cewa, nagani cewa karnuka sukan haifi ya'ya har bakwai (7) amma sauran dabbobi yawanci ya'ya biyu kawai suke haihuwa.

Amma kuma dukda haka idan muka duba kewayenmu sai muga cewa dabbobi sunfi yawa fiye da karnuka dukda su ana yankasu kowace rana, a yankasu saboda karrama baki, ayanka su don ayi kasuwanci da namansu, ayanka su saboda haihuwa, ayanka su saboda layya kullum cikin yanka su akeyi. To menene sirrin da yasa dabbobi suka fi karnuka yawa!!?

Sai Aliyu ibn abi dalib yace, wannan itace albarka, sai mutumin yace, meyasa dabbobi suka cancanci albarka banda karnuka?? Sai Aliyu ibn abi dalib yace, saboda su dabbobi sukan kwanta a farkon dare sai su tashi kafin alfijir sai su riski lokacin rahama sai albarka ta sauka akansu.

Amma su karnuka zasu tsaya ido biyu tun farkon dare suna ta haushi idan alfijir ya taho sai suje su kwanta suyi bacci sai lokacin rahama ta wuce su sai acire albarka a tare dasu.

Ina mana wasiyya ni da ku cewa, mu kiyayi baccin asuba mudaure mu tashi domin sallar asuba don mu riski lokacin rahama albarka ta sauka akammu da dukiyoyimmu.

Ya Allah ka datar damu duniya da lahira.",No
,Shiga keyboard duk abinda yazo tsakiya kiyi ta rubuta shi muga irin turancin ki🤣🤣🤣,No
Ugly women don't count,Ba a lissafi da munanan mata.,Yes
"My condolences. The female mind’s capacity to be so duplicitous, without remorse, sickens me.",Ina miƙa ta'aziyya ta. Yanda ƙwaƙwalwar mata ke iya mugunta ba tare da tausayi yana ban mamaki.,Yes
I see your confusion. You think Jews are HIV. I think women are.,"Naga ruɗewar ka. Kana tunanin yahudawa suna da Cutar Ƙanjamau, a tunani na mata ne ke da shi.",Yes
,Matar 👰👰👰da ke bada maganin mallakar miji🤵🤵🤵dazu mijinta ya sake ta🚶🚶🚶🚶,No
,"Alfijir Hausa ta baiwa Mai bibiyanta akoda yaushe kyautar ta 5K da Kuma DATA 3G 

Nanerh Hawwerh tana Daya daga cikin dubbannin Mabiya na Wannan kafa Mai albarka da Farin Jini. 

""A cikin lamuran wannan baiwar Allah akwai aikin hankali, duba ga tanka Mana a duk Lokaci bayan lokaci dazaran muka kawo labari, bisani tana amfani da Alkalaminta ta wurin zayyana Alheri, baza kataba Jin tayi batanci ba, cin fuska, bare izgili ga Wani ko wata ba bama a wanna kafar namu ba hatta a sauran wasu kafofin yada Labarai tayi shura akan Haka."" 

Bugu da Kari Matashiyan tana amfani da Alkalaminta a domin Yi Mana Nasiha tacikin hikima dazaran mukayi Wani Abu ba dai-dai ba, Alhamdulillah da Samunki cikin rukunin Zakakuran Masu bibiyarmu."" 

""A domin haka muka ga lallai ta cancanci yabo, da Kuma sakawa da kyauta Mai tsoka ta musamman da hukuman Kamfanin Jaridan ALFIJIR Hausa zatai Mata, bisani an Bata kyautarta ta Naira dubu biyar da Kuma DATA 3G duk a domin kyautatawa""

A dai jiya Asabar ne 16/07/2022 muka tura Mata da hakkinta Wanda ya rataya a wuyanmu biyo bayan yin Mata alkawarin hakan a shekaranjiya Juma'a kamar yadda muka wallafa hakan Kai daga Nan baban kafarmu Kuma mun cika Alkawarin.""",No
,"Ance a 2014 yayi Ridda abunsa…

So make una keep calm 😂",No
I live in NoVa too. The women here have no idea how good they have it into regards to the male dating pool. And yet all of them still bitch and complain about the men they see,"Ni ma ina zaune a NoVa. Matan nan ba su fahimci irin damar da suke da ita game da zaɓin maza. Amma duk da haka, suna ci gaba da korafi game da mazan da suke ganin.",Yes
"Disgusting, she is past her usefulness at that point","Abin ƙyama, ta wuce lokacin ta na amfana a wannan matakin.",Yes
"[USER] they have the most insane fantasy that some sex hungry man will rape them and they will need an abortion. Like your post, the way most of these women look is pretty good birth control against that fantasy","[USER]Suna da tunanin ban mamaki cewa wani namiji mai sha’awar jima’i zai yi musu fyaɗe, kuma za su buƙaci yin zubar da ciki. Kamar yadda rubutunka ya nuna, yawancin waɗannan matan ba su da kyau sosai, wanda hakan zai hana irin wannan tunanin.",Yes
"I remind myself that girls actually want guys to stop them, it's a fantasy all girls have. I'm not disrupting their day i'm giving them the opportunity to experience that fantasy in reality.","Ina tunatar da kaina cewa ’yan mata a zahiri suna son maza su dakatar da su wannan tunanin ne da duk ’yan mata ke yi. Ba ina katse ran su ba ne, a’a, ina ba su damar sanin wannan tunanin a zahiri.",Yes
"If women are so good at evaluating a mans capabilities, why are there so many single moms? Because it's not true, women are terrible at chosing partners. All they know is if a guy is physically attractive.","Idan mata suna da ƙwarewar tantance iyawar maza, to me yasa akwai mata masu yara da yawa waɗanda ba su da aure? Domin hakan ba gaskiya ba ne—mata ba su da kyau wajen zaɓar abokan aure. Abin da suka sani kawai shi ne ko wani namiji yana da kyau a zahiri.",Yes
,"Assalamualaikum.

Ina al'ummar Dutse da kiyawa kuyi yiwa Allah ku yiwa annabi, kuzo mu hadu mu hada karfi da karfe wajen dawo da wakilin dutse da kiyawa gida a zabe mai zuwa na shekarar 2023.

Bai tabuka abin arxiki ba a tsawon shekaru takwas 8 na mulki Amma yaran sa suna Kiran za'a gyara.

A tsawon shekaru takwas 8 din nan mallam sau hudu 4 kacal ya iya ziyartar al'ummar karamar hukumar kiyawa.

Muna Kara jaddada ALLAH YA ISA tsakanin mu dashi, Muna kuma rokon Allah ubangiji ya tsaida mu dashi ranar gobe kiyama akan irin wakincin da yayi mana a matsayin na mabiyansa.

Dutse da kiyawa akwai bukatar chanji a zabe mai zuwa na 2023.",No
,"KO KUN SAN CEWAR: Alhaji. Ahmad Idris ne tsohon Akanta Janar na Najeriya tareda matasa ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

DAGA Anas Saminu Ja'en",No
,"Aslm, inayiwa kowa fatan alkhairi, dan Allah suna mai dadi nakeso wanda zan dinga fadawa mijina, amma sunan larabci",No
"I don't trust any woman. No closed door mettings, shared travel, etc. Ever.",Ba na yarda da kowace mace. Ba na amincewa da tarurruka na musamman ko tafiya tare da ita. Ko da yaushe nake gujewa irin waɗannan yanayi.,Yes
"As some random person once said on Twitter: """"any female born after 1993 can't cook... all they know is mcdonald's , charge they phone, twerk, be bisexual , eat hot chip & lie.""""","Kaman yanda wani mutum ya faɗa a tuwita; """"duk wata mace da aka haife ta bayan 1993 basu iya girki ba.. iya abinda suka sani shine McDonald's, suyi cajin wayan su, su kasance masu neman maza da mata, su ci sannan su yi ƙarua.""""",Yes
"If anything, it was to show that a patriarchy oppressing women also oppresses men to an extent Which, y’know, is currently a major topic in modern feminism (ignore the feminazi misandrists they fucking suck)","Idan za a kalli lamarin, tsarin mallakar maza  da ke tauye 'yancin mata, yana kuma tauye maza a wasu fannoni. Wannan muhimmin batu ne a cikin tattaunawar feminism na zamani—wato gane cewa tsarin da ke da laƙabi da jinsi yana cutar da kowa. Ya kamata kuma a bambanta wannan da ra’ayoyi masu tsanani ko na ƙiyayya ga maza, domin ba su wakiltar ainihin feminism ba.",Yes
She is stringing him along - he is her back-up plan. It's what women do.,"Tana ci gaba da jan shi, shi yana matsayin ko ta kwana ne. haka mata suke yi.",Yes
I may not be so vigorous anymore But i'm still a sneaky mean fuck to those that want to do me or my family harm. 248yrs of sneaky mean fucks. Our women are worse.,Ko da bani da ƙarfi kaman da amma dai har yanzu ina da ikon cin mutuncin duk wanda ya taɓa mi ko iyali na. Matan mu sune mafi matsala.,Yes
,Dan allah admin kibuye sunan don kawatace takeniman sawara don ciwun yar mace na yar mace ne ASLM Yar uwana Mata kubani shawari akan saurayina soja ne waiyanaso inje gujinshi nikuma inaganin bamutuncin macebane tatashi dagagarin datake taje gujin sauraya wai inbanje gujinshiba zairabudani Dan Allah kubani sawara matan sirri,No
,"zunzurutun kudi har dala million dari bakwai da hamsin 750M$ aka ware wa wannan shiri, wanda ko wacce Jaha za a bata dala million ashirin 20M$, abuja kuma a bata dala million sha biyar 15M$ sai kuma shi wannan shiri na NG-CARES shi ma an ware masa dala million shabiyar wato 15millions dollar's. 

Wannan shiri zai taimaka wurin rage radadin tallauci, rashin aikin yi da dai sauransu a tsakanin al'umma. Sannan ba wai iya daidaikun mutane wannan shirin ya kunsa ba, har da kananun masana yantu. Don haka in kana da sana'a ko masana'anta da take da rajista da gwamnati kamar CAC TAX SEMEDAN da dai sauran su, za ka iya cin gajiyan wannan shiri.

Kamar dai shirin survival fund ne, amma wannan ban da ma'aikatan cikin kamfani amma kima su ma za su iya applying a matsayin individual.

*NG-CARES LINKS*

Kowane state da nasu, don haka kowa zai duba link na jiharsa. Wasu states din Positivertal suka bude domin cikewa, kowa dai da irin nasu. Wasu form suke bayarwa kuma form din kyautane, kowa dai da irin nasu. Don haka kowa ya binciki sai dai wasu jahohin sun rufe .

Har yanzu manhajar wasu jahohin tana bude in kana bukata zaka iya yin magana ta WhatsApp 09063570041 domin shigar da kai tallafi Ng-cares zaa dora bayanin ka akan system da yardar Allah sai dai mutum ya jira sakon SMS ta layin daya bayar wurin rijista ,cikin sakon SMS da zaa tura ma mutum akwai link da zaibi don ya kara tabbatar da bayanin daya bayar wajen rijistar farko .

👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼

https://cares.plax.ng/sokoto
https://cares.plax.ng/kebbi
https://cares.plax.ng/kaduna
https://cares.plax.ng/borno
https://cares.plax.ng/zamfara
https://cares.plax.ng/kano
https://cares.plax.ng/katsina
https://cares.plax.ng/gombe
https://cares.plax.ng/Niger
https://cares.plax.ng/adamawa
https://cares.plax.ng/abuja
https://cares.plax.ng/yobe
https://cares.plax.ng/jigawa
https://cares.plax.ng/plateau
https://cares.plax.ng/kwara
https://cares.plax.ng/lagos
https://cares.plax.ng/anambara
https://cares.plax.ng/bauchi
https://cares.plax.ng/taraba
https://cares.plax.ng/oyo
https://cares.plax.ng/enugu
https://cares.plax.ng/delta
https://cares.plax.ng/rivers
https://cares.plax.ng/edo
https://cares.plax.ng/benue
https://cares.plax.ng/kogi
https://cares.plax.ng/ondo
https://cares.plax.ng/abia

©️ Ahmed El-rufai Idris
BIO TEAM NG-CARES PROGRAMMES 🌐",No
,Sannu da Aiki jagora Amma ka kwana da naka shirin domin muma A jigawa haka zamu kasa mu tsare mujira har sai Ambamu abin da muka zaba,No
,"Ohhh ni yar gidan mamana wallahi ina mugunjin haushin kalmar nan da wasu uwargidan ke fada wai AN AURAR MUSU MIJI Ohhh sannu me miji tinda mu zaman iskanci mukaxo ba sadaki yabayar ya auro mu ba, kofa a bude take gamasu xagi. Admin approved pls",No
"with how ugly i am, and how many women dont call me back, i must be a serial rapist. =[","Duba da yanda nake mummuna da kuma yanda mata basu ƙirana, kawai zan zama mai yin fyaɗe.",Yes
Because girls don't go on Tinder to meet monogamous guys who just want to date.,Domin 'yan mata ba sa shiga Tinder don saduwa da maza masu ra'ayin aure ɗaya waɗanda ke son soyayya kawai.,Yes
"Women of an earlier decade were taught about proper """"consent"""". [URL] The problem with women is they want the hookup culture to seek Alphas, bu want the puriticanal prudery otherwise.","Matan shekarun da suka gabata an koya musu game da ingantaccen 'yarda'. [URL] Matsalar da ke tattare da mata shi ne suna son al'adar saduwa da maza masu ƙarfi (Alphas), amma a sauran lokuta suna neman tsaftaccen ɗabi'a.",Yes
"They are complaining about guys but can’t stop riding in their dicks. Ladies, excuses don’t work that way. Guys are treating you like shit, because you are shit. Men don’t do things without reason, otherwise they would be girls.","Suna ta ƙorafi akan maza akan basu haƙura da jima'i da su. Mata. ƙorafin ku bai yi aiki ba, maza suna mu'amalan ta ku ne a haka saboda ku baku da amfani, namji baya abu sai da dalili.",Yes
,"Finally 'Yar Autan Baba Muhammadu Buhari Noor Buhari ta shigo hanu na😀
Bayan Biki zan bawa kowannen ku Minister 😀🏃🏽‍♂️",No
,Aslm dan Allah Ina Neman shawararku inason zuwa inbude account wane bank NE mai saukin sha'ani kuma nawane kudin budiwa nagode,No
,"Yaudarar kai ne kana Kaduna ka riƙa tunanin wai saboda PDP ta ci Osun wai zata ci Jihar Kaduna.

APC tayiwa Talaka riga da wando a Jahar Kaduna da Arewa baki ɗaya 
Ƙuri'ar Arewa ta APC ce!

Ra'ayin Salma Musa",No
It's because they're oppressed so they need their own spaces. But men don't need any spaces because they have it easy. Female 'logic'.,"Ana ganin cewa saboda ana danne mata, dole ne su sami wurare na musamman. Amma ana ɗaukar cewa maza ba su buƙaci irin wannan wurare, domin rayuwa tana da sauƙi a gare su. Wannan ita ce fahimtar wasu mata.",Yes
,"😂😂 kinata wani jijida Kai
Waike kyakkyawa to
Ummi rahab ma
Lilin baba ta aura😂😂Kuma ma gidan kishiya ta shiga 🙄",No
,"Na yadda da wata mata Yar katsina 
Ta sayi kaya a Guna Kuma Bata biya 
Ba na tura mata Amma taki biyana 
Har yanxu.

Wasu xasuga laifina meyasa na tura mata 
Bata biyani ba wlh kawai yadda da ita nayi 
Kamar yadda Nima mutane suke yadda Dani suturomin kudinsu in tura musu kaya.

Ina daga mata kafane saboda matar aure ce Amma in Bata biyani kudina ba daga yau xuwa gobe ba xanyi Positivesting na profile 
Pic dinta da da hotonta insha Allah.

Na sanar ne kafin inyi afara cewa ban kyauta ba.

Allah yasa mudace 🙏
Nasan xata gani saboda tana cikin wannan group.",No
,"ALGHADIR...

A watan da Annabi SAW yayi hudubar bankwana...

A watan da Annabi SAW yayi Hajin Bankwana...

A watan da ayar nan ta Suratul Ma'ida aya ta 67 ta sauka mai cewa Annabi SAW( Isar da Sakon da aka Saukar maka...)

A watan da ayar nan ta Suratul Ma'ida aya ta 3 ta sauka da cewa a (Yau Na Cika muku addininku....)

A watan da Annabi SAW ya tara Sahabbai masu komawa Madina Madinar da a can za a shugabanci Musulmai.yayi musu Bishara da cewa Duk wanda nake shugabansa to Aliyu Shugabansa ne....

Idan dai har wadannan ababen sun faru kamar yadda Ahlussunnah da Shia suka tabbatar to bai kamata mu saura da wani kokwanto na cewa Shugabancin IMAMU ALI Ga baki dayan Alummar da Annabi ya taba shugabanta wani abu ne da ya takaita ga wasu sojojin Yamen ba.... Wannan watan da wadannan kwanakin Sakonnin Ilahirin Musulmin da ke wurin da wadanda basu wurin ko ma basu zo duniya ba shi Annabi SALLALLAHU ALAIHI wasallam ya isar babu kokwanto. Ciki kuwa har da Imamar Imamu... (AS) 
ALLAH KA SHAIDA MUNA SON IMAMU ALI DA AHALIN GIDANSA YAN GIDAN ANNABTA",No
,Don Allah sisters wani konfanin katifane yafi kyau plz Banda shariya Ina jira,No
,"AN GANO TUZURAI BASA BACCI DA WURI SAI 3:50 AM 

SHIYASA BASA SAMUN SALLAH ASUBA SAI 8:59 AM",No
"a dog will look you in the eye and do your bidding no matter how badly you beat it. U discipline a woman once and she'll call the police on u, kek. In all seriousness tho, will a woman show you the same loyalty a doggo can?","Kare zai iya kallon ka ido-da-ido ya kuma ci gaba da biyayya, ko da kuwa an yi masa hukunci da tsanani. Amma a dangantaka da mutane musamman a alakar aure na zamani ko da ɗan hukunci kaɗan da ake ganin bai dace ba na iya janyo mummunan sakamako. Don haka tambayar ita ce: shin abokin rayuwa zai iya nuna irin biyayya da aminci kamar yadda ake gani a wasu dabbobi?",Yes
Isn't that exactly what you do though? Hang out in subs and talk about Feminazis and ugly/fat girls? Just like you did here?,Shin ba irin wannan hali kuke suka ba ne—na shafe lokaci a wasu rukunin yanar gizo kuna tattauna batutuwan da suka shafi Feminism mai tsauri ko sukar bayyanar wasu mata? Alamu dai na nuna irin waɗannan halaye suna maimaituwa a nan ma.,Yes
The only reason why women like guys is aesthetics or power thats why incels are alone,Dalili ɗaya da yasa mata ke son maza shine ado da kuma ƙarfin iko shiyasa talaka bai da kowa.,Yes
Im sure she does. All women have back up. You may even be her number 2. She likes the attention and validation. Learn game and stop cucking,"Ina da tabbacin tana yi. Dukkan mata suna da ko ta kwana, hala kai ne ma na biyu, tana son jan hankali da yabo. ka koyi yanda ake yi kar ragwanta.",Yes
,"In ji Baba Waziri Net

🙈🙈YAN MATAN FACEBOOK🙈🙈

Wata budurwa a Facebook ta ga hoton wani saurayi ya sha ado sai ta tura masa sako kamar haka:

BUDURWA: ""Barka da warhaka ""Hajji-Murtala"". Wankanka ya birge ni. Kai kuwa dan wane gari ne?""

SAURAYI: ""Ni dan garin Kaduna ne, amma Kano nake da zama a yanzu. Ke fa?""

BUDURWA: 'Yar Kano ce ni. Amma Murtala, wace irin harka kake yi a Kano?""

SAURAYI: ""Bana harkar komai.""

BUDURWA: ""Ke nan dai student ne kai?""

SAURAYI: Eh, a da ke nan; amma tun ina yaro na gudu daga makaranta. Kawai a zaune nake a wani gida. Amma fa kin burgeni.""

BUDURWA: ""Na gode. Ni kuma cikin makon nan aka kawo kayan aurena. Amma fa ina tausaya ma, saboda rayuwa a garin da ba naku ba; kuma ga shi baka da aikin yi.""

SAURAYI: ""A'a, kwanan nan na so na fara wata harka da Miliyan N100 da mahaifina ya bar mun na gado.""

BUDURWA: ""Wow, ni kuma cikin makon nan wani abu ya hada ni da wanda a ke so ai mana aure, don yanzu kam bama tare.""

SAURAYI: ""Ikon Allah baya karewa. Ni kuma makon nan a ka yi gobara a gidan da nake; har da kudina a cikin dakin da wuta taci.""

BUDURWA: ""Wayyo...Allah Ya maida maka da alkairi, na tausaya ma. Ka cigaba da addu'a. Ni ma haka nayi har na samu muka dawo kamar bamu taba samun matsala ba ni da wanda zan aura.""

SAURAYI: ""To ai jakar da kudin ke ciki ba tayi komai ba, don ko sisi bai kone ba. Insha Allahu gobe harka kawai zan kama, in zama dan canji a Wafa.""

BUDURWA: "" Da kyau; Allah Ya rika. Amma ka san abun al'ajabi? Dazu da ka ga na jima ban yi magana ba, sako aka turo mun wai wanda zan aura ya rasu.""
Mata kuji tsoron Allah ku rage son abun duniya
🙄🙄🙄🙄🙄🙄🙄
Kawayena kunji sharrin da aka mana akwai kuskure a zancen nan😎😎😎😎😎 😂😂",No
,"Gaa abun fah!

In akwai wadda bata taba using ba to aradua an barki a baya

Zo ki sayi naki",No
,Assalamu Alaikum yan abuja da Bauchi wadanda sukace sunason wannan kuyi min magana gobe insha Allah xan tura kaya 08036220601,No
,"Yana Neman shawara yanada jarin 500k wai wace sana'a zaiyi da zata iyabashi 2k-3k a kullum?
Help a Bro.",No
,"Man zaitun yana rage yawan sinadaran kolesterol wanda idan yayi yawa a jini yana kawo illa ga zuciya.

Lafiya uwar jiki",No
,"Kwanakin nan naga Uwargida ake kawo kararsu.
Allah Ya baku hakuri Amma fa bazamu fasa auren mazajen ba !!!🌚",No
,"Kurfoti Available ga saurin girki ga maintening gawayi idan kina amfani da gawayin 200 na 100 ya isheki saboda kasar ciki ba normal kasa bace akwai chemical aciki,cin wuta yake sosai sai angwada akan San na kwarai muna garin Kano muna aikawa ko ina,4000 ne.07038111657 Kira ko WhatsApp.free delivery ne Amman iya Kano Allah yabamu sa 'a",No
"I don't need to, when women these days use the word man/men, it's either for shaming, blaming or complaining.","Ba na buƙatar hakan, domin a yau idan mata suka yi amfani da kalmar 'miji/maza', ko dai don zargi, ɗora alhaki, ko kuka",Yes
We must require annual physicals to include a mental check. Something is seriously wrong with that woman. She's totally unhinged!,Ya kamata a sanya gwajin lafiyar kwakwalwa a cikin binciken shekara-shekara. Akwai matsala mai tsanani da wannan mace. Ta kasance ba ta da kwanciyar hankali!,Yes
,"Sisters pls wane mai ne xaayi ma baby amfani dashi nagyaran gashi wnda xai sa gashin yafito, na qeyan ne babu sosai.",No
,"Komin daukakar mace, da girman ta, da kudin ta, idan bata da sunkuyar da kai ga mijinta ba zata zama wata abu ga mijin ta ba har abada.",No
"Yeah validation is what drives their every decision. It’s the same kind of feeling a man gets when he is needed and has the skills to help. Except women have no skills, they are just a wet hole. So, no validation no reason to exist they breakdown.","Tabbas, neman amincewa ne ke motsa dukkan ayyukansu. Wannan irin jin da namiji ke samu lokacin da ake buƙatar ƙwarewarsa da taimako ne. Sai dai wasu mata ba su da irin waɗannan ƙwarewa sosai; suna fiye da kasancewa masu buƙata na musamman. Don haka, idan ba su sami amincewa ba, suna iya shiga cikin damuwa ko rashin kwanciyar hankali.",Yes
That’s all she told you. Stop believing what women say. Focus on your purpose and more women will come around and you’ll be out of this situation indefinitely because you truly won’t gaf about any of the women you’re with.,"Wannan shi ne kawai abin da ta gaya maka. Ka daina yarda da duk abin da mata suke faɗa. Ka mai da hankali kan burinka, sai ƙarin mata za su zo gare ka, kuma za ka fita daga wannan hali gaba ɗaya saboda ba za ka damu da kowace mace da kake tare da ita ba.",Yes
Soy Boy sure looks better as a female of the species.,“Soy Boy” yana nuna kyawunsa sosai idan aka ɗauke shi a matsayin mace a cikin jinsin.,Yes
That's the kind of sadistic shit only women can do to their children.,Irin wannan ƙasƙancin iya mata ne zasu iya yi wa 'ya'yan su.,Yes
Never let her seduce you into buying her anything big. Treat her like a peasant. And since you're the actual king you will reap rewards.,"Kada ka taɓa barin ta ta jawo ka ka sayi mata wani abu mai tsada. Ka kula da ita kamar yadda ake kula da talaka. Kuma tunda kai sarki ne na gaske, za ka sami sakamako mai kyau.",Yes
,MUSA OJO mai Allah Allah yakara shiga lamuranka Allah yarabaka da sharin makiya da mahassada.,No
,Dan Allah da iPhone da Samsung wacce tafi rike charging da kuma camera me kyau da kuma model din wayar,No
,"Inna lillahi wa inna ilaihi raji'un 

A kasar Masar, ’Yan mata 30 da suka haddace Al'kur’ani mai tsarki sun mutu a wani mummunan hatsari yayin da suke hanyar komawa gida bayan an yaye su. A yau ne aka yi jana'izarsu.

Allah ya gafarta musu",No
,"Gaskiya rashin aure masifa ne, tun jiya ake ruwa gashi ko karyawa banyi ba😥😪😭. Allah ka aurar Damu.🙏🏼",No
,"Alahamdulillahi 

Allah yasanya alkairi 
Mal Ibrahim Abdullahi Basirka",No
Should have given her a taste of equality and drilled her with a left hook.,Dama na nuna mata yanda daidaito yake kuma na huda ta da ƙungiyar hagu.,Yes
"Any place but here is excellent. if the bitch hates """"racism"""", I can think of no better place for her to go and escape it. Hahaha.","Duk wani idan ba wannan ba to yayi, idan karuwan nan ta tsani wariyan launin fata, to ina ganin tafi cancanta da nan wajen. haha",Yes
"I appreciate the fact that people follow me even though I don't really post that often. I would like to post more, but it's so hard for me to stay on top of this sort of thing. Depression is a bitch lol","Ina matuƙar godiya ga waɗanda ke bibiyata duk da cewa ba na yawan wallafa abubuwa. Ina son in riƙa zama mai ɗorewa wajen wallafawa, amma yana da wahala in ci gaba da hakan musamman idan mutum na fama da damuwa. Ina ƙoƙarin gyara hakan, kuma kasancewarku tare da ni na yi matuƙar godiya.",Yes
Fearless Feminazi can't handle the fact she was knocked to the ground. Should have stayed at home if you can't take a beating like the man you thought you were. Once your stuff is on the internet it is NEVER going to to away.,"Yar rajin kare hakkin mata maras tsoro ba zata yarda cewa ta faɗi ƙasa ba. dama ta zauna a gida ne idan ta san ba zata iya haƙuri kaman yanda maza suke yi ba. Daga lokacin da al'amuran ki suka hau yanar gizo, ba zasu taɓa tafiya ba.",Yes
,"Inaa mutanena na Glow Gang
Duk wadda bata siyaba to munata sheqi babu it's fah

A hanzarta N4,000 ne kachal",No
,"Grm 001
Mal Zahraddeen Abubakar din karama hukumar gwaram (zulum)
Allah yabaka ikon cimma kyawawan manufofinka
Allah yatayaka mulkin al'ummarka
Ameen.",No
Did she get his consent in writing? Maybe she raped him.,Shin an bata dama a rubuce? hala ma ta masa fyaɗe.,Yes
The explosion of state welfare goes hand in hand with women's suffrage.,Ƙaruwar tallafin jama'a na jihohi yana tafiya kafa da kafa da ƙwaƙƙwaran mata.,Yes
They just need to be bitch slapped by a real woman.,Suna buƙatar mace na gaske ta mari wancan 'yar iskar.,Yes
"Finally the progressive theory on men and women (guys with boobs, not cis) being equal has been proven to be true, LOL!","A ƙarshe, ka'idar ci gaba game da daidaito tsakanin maza da mata (maza masu ƙirjin nono, ba na al'ada ba) ta tabbatar da cewa gaskiya ce, LOL!",Yes
,"Wacece take bukatar samu 2k Akullum ba tare da tasa ko sisintaba duk maiso tamin mgn 
Allah yabawa mai rabo sa a",No
"Bitches are children and need constant praise no matter how retarded they are? This is why I never compliment women. They'll probably think it's rape, and their self-esteem is *way* to high anyway.","yan iskan mata kaman yara suke, suna bukatar kulawa da umarni ko yaya suke? shiyasa ni bana yabon mace. saboda zasu iya tunanin fyaɗe ne, sannan jin kan su zai ƙaru.",Yes
Talk to a girl as if she isn't a potential mate. This will take them off the grand pedestal that you've invented. Just talk to girls like you would a mate. Girls can feel that power that you've given them.,Yi magana da yarinya kamar ba ta zama abokin aure ba. Hakan zai sauke ta daga wannan matsayin da ka ɗora mata. Yi magana da su kamar yadda za ka yi da abokinka. Mata suna iya jin ikon da ka ba su.,Yes
"u can ask wifey to play, but you have to be a good girl","zaka iya tambayan matan ka wasa, amma sai kin zama yarinya mai ɗa'a",Yes
,"NA WAKILCHIN MAGA WATAN DUTSE KUMA WALIN BIRNIN KUDU Alh Salihi suleman A HAWAN SALLAH A GARIN BIRNIN KUDU 

Maigirma sarkin Kudu Hakimin birnin Kudu ya gudanar da Hawan sallah babba A garin birnin Kudu yau lahadi 18/7/2022 Allah ya maimai ta mana ya Amin.",No
,"Zaki tarwatsa taron shanu

Wakili nagari jakada na kwarai Mal Zahraddeen Abubakar din Gwaram 001.",No
,Hakoran makka original one order daga saudiyya and azurfofi namata dana maza kugarzayo kar abarku abaya location sileja WhatsApp number is 09034194939,No
,"Ƙungiyar Masu Sana'ar Gasa Biredi Ta Kira Ƴayanta Yajin Aiki....

Shuwagabannin ƙungiyar masu sana'ar gasa Biredi a jihar Katsina tayi kira ga ƴayan ta dasu ƙauracema gasa Biredi na tsawon sati Guda, za'a fara yajin aikin ne daga ranar Laraba 20/07/2022 har zuwa ranar Talata 26/07/2022.

A cewar Sanarwar wannan Umarni ne daga Uwayen ƙungiyar na ƙasa wato Association if master baker's & caterer's of Nigeria.

Idan dai ba'a manta ba ƙungiyar ta bayyana cewa tashin gwabron zabi da farashin kayan aikin samar da biredin yayi da kuma haraji da Gwamnati ke ƙara masu sune suka jaza ƙungiyar tsunduma wannan yajin aikin na mako guda.",No
,"Taka lafiya Dan TUKUR mulki ka Gaza hauni da dama kowa ya barka tilas ya dawo maka. Katangar sukari kake duk Wanda ya rabe ka sai ya lass. Mun yadda mun amince ka sake komawa zauren majalisar tarayya ka wakilce mu. 
2023 taka ce da ikon Allah.",No
,"Aslm 'yan uwa ya kuke,Dan Allah meye maganin borin jini,naje asibiti anban magani nasha ya dawo pls nagode.",No
